ticket_id,customer_id,issue_type,priority,resolution,days_to_resolve,satisfaction_after
TKT-205477,CUST-13135,Technical Problem,Low,Closed,5,1
TKT-205478,CUST-13138,Technical Problem,Low,Pending,2,10
TKT-205479,CUST-13138,Login Issue,Medium,Pending,5,1
TKT-205480,CUST-13138,Feature Request,High,Closed,11,2
TKT-205481,CUST-13139,Account Issue,Low,Escalated,13,6
TKT-205482,CUST-13139,Billing Issue,High,Closed,8,6
TKT-205483,CUST-13140,Feature Request,Medium,Pending,10,7
TKT-205484,CUST-13141,Service Outage,Medium,Resolved,11,3
TKT-205485,CUST-13141,Speed Problem,Low,Escalated,8,10
TKT-205486,CUST-13142,Service Outage,High,Escalated,12,10
TKT-205487,CUST-13142,Account Issue,Low,Resolved,9,2
TKT-205488,CUST-13144,Technical Problem,Medium,Resolved,12,4
TKT-205489,CUST-13145,Account Issue,Low,Pending,7,3
TKT-205490,CUST-13145,Login Issue,Medium,Pending,4,3
TKT-205491,CUST-13145,Feature Request,Low,Closed,14,5
TKT-205492,CUST-13147,Account Issue,High,Resolved,8,2
TKT-205493,CUST-13147,Account Issue,Low,Resolved,13,1
TKT-205494,CUST-13147,Service Outage,Low,Resolved,12,8
TKT-205495,CUST-13147,Speed Problem,Low,Resolved,12,10
TKT-205496,CUST-13147,Service Outage,Medium,Escalated,8,10
TKT-205497,CUST-13148,Login Issue,High,Escalated,7,1
TKT-205498,CUST-13150,Login Issue,Low,Closed,12,3
TKT-205499,CUST-13150,Speed Problem,Low,Pending,3,8
TKT-205500,CUST-13150,Billing Issue,Medium,Resolved,6,1
TKT-205501,CUST-13150,Login Issue,Low,Resolved,10,7
TKT-205502,CUST-13152,Service Outage,High,Pending,14,4
TKT-205503,CUST-13152,Speed Problem,Low,Closed,4,5
TKT-205504,CUST-13153,Login Issue,Low,Pending,7,2
TKT-205505,CUST-13153,Speed Problem,High,Closed,8,3
TKT-205506,CUST-13153,Feature Request,Low,Pending,9,10
TKT-205507,CUST-13154,Account Issue,Medium,Resolved,4,9
TKT-205508,CUST-13154,Account Issue,Low,Escalated,8,7
TKT-205509,CUST-13158,Billing Issue,Low,Resolved,11,1
TKT-205510,CUST-13158,Cancellation Request,Medium,Closed,7,4
TKT-205511,CUST-13158,Speed Problem,High,Pending,8,3
TKT-205512,CUST-13160,Technical Problem,Medium,Escalated,8,4
TKT-205513,CUST-13160,Service Outage,Medium,Closed,3,4
TKT-205514,CUST-13161,Service Outage,High,Resolved,6,4
TKT-205515,CUST-13161,Cancellation Request,High,Escalated,4,4
TKT-205516,CUST-13162,Account Issue,Low,Closed,7,5
TKT-205517,CUST-13162,Feature Request,Low,Closed,12,10
TKT-205518,CUST-13162,Login Issue,Medium,Resolved,11,10
TKT-205519,CUST-13165,Cancellation Request,Medium,Pending,6,4
TKT-205520,CUST-13166,Service Outage,Low,Escalated,13,9
TKT-205521,CUST-13167,Login Issue,Medium,Closed,3,2
TKT-205522,CUST-13168,Service Outage,Low,Escalated,11,8
TKT-205523,CUST-13169,Service Outage,High,Resolved,3,8
TKT-205524,CUST-13170,Cancellation Request,Low,Closed,6,2
TKT-205525,CUST-13172,Service Outage,Low,Escalated,5,2
TKT-205526,CUST-13172,Feature Request,High,Closed,13,3
TKT-205527,CUST-13173,Speed Problem,Medium,Escalated,12,6
TKT-205528,CUST-13173,Login Issue,Low,Resolved,8,1
TKT-205529,CUST-13173,Technical Problem,Medium,Closed,14,5
TKT-205530,CUST-13174,Service Outage,High,Escalated,14,4
TKT-205531,CUST-13174,Login Issue,High,Pending,7,10
TKT-205532,CUST-13175,Login Issue,Low,Escalated,3,2
TKT-205533,CUST-13176,Account Issue,High,Pending,12,2
TKT-205534,CUST-13176,Billing Issue,Medium,Resolved,7,2
TKT-205535,CUST-13176,Login Issue,Medium,Pending,7,1
TKT-205536,CUST-13176,Billing Issue,Low,Escalated,3,8
TKT-205537,CUST-13177,Service Outage,High,Pending,4,3
TKT-205538,CUST-13178,Speed Problem,Low,Closed,5,7
TKT-205539,CUST-13178,Login Issue,Low,Escalated,4,7
TKT-205540,CUST-13179,Feature Request,Medium,Pending,8,6
TKT-205541,CUST-13180,Login Issue,Low,Closed,11,8
TKT-205542,CUST-13180,Login Issue,Medium,Resolved,9,5
TKT-205543,CUST-13181,Feature Request,Medium,Pending,3,1
TKT-205544,CUST-13182,Technical Problem,Medium,Closed,9,1
TKT-205545,CUST-13182,Service Outage,Low,Pending,5,10
TKT-205546,CUST-13182,Billing Issue,Medium,Resolved,6,9
TKT-205547,CUST-13183,Login Issue,Low,Resolved,5,2
TKT-205548,CUST-13183,Service Outage,High,Resolved,4,1
TKT-205549,CUST-13184,Feature Request,Low,Closed,3,2
TKT-205550,CUST-13184,Login Issue,Low,Resolved,1,9
TKT-205551,CUST-13184,Speed Problem,Medium,Closed,1,10
TKT-205552,CUST-13185,Speed Problem,High,Resolved,14,7
TKT-205553,CUST-13185,Service Outage,Low,Escalated,3,10
TKT-205554,CUST-13185,Technical Problem,High,Closed,4,6
TKT-205555,CUST-13185,Billing Issue,High,Resolved,13,8
TKT-205556,CUST-13185,Service Outage,High,Resolved,1,4
TKT-205557,CUST-13185,Login Issue,Medium,Escalated,8,2
TKT-205558,CUST-13186,Speed Problem,High,Escalated,9,3
TKT-205559,CUST-13186,Speed Problem,High,Pending,14,5
TKT-205560,CUST-13186,Speed Problem,Low,Resolved,5,6
TKT-205561,CUST-13186,Cancellation Request,Low,Escalated,8,2
TKT-205562,CUST-13186,Login Issue,Medium,Escalated,13,1
TKT-205563,CUST-13186,Service Outage,High,Resolved,13,7
TKT-205564,CUST-13186,Feature Request,Medium,Escalated,13,6
TKT-205565,CUST-13186,Billing Issue,Low,Escalated,6,5
TKT-205566,CUST-13187,Feature Request,High,Pending,8,1
TKT-205567,CUST-13187,Login Issue,Medium,Resolved,13,5
TKT-205568,CUST-13188,Speed Problem,High,Escalated,4,1
TKT-205569,CUST-13190,Feature Request,Medium,Closed,13,1
TKT-205570,CUST-13190,Feature Request,Low,Escalated,7,8
TKT-205571,CUST-13193,Feature Request,High,Pending,2,2
TKT-205572,CUST-13195,Login Issue,Medium,Escalated,11,7
TKT-205573,CUST-13196,Billing Issue,Medium,Resolved,13,10
TKT-205574,CUST-13197,Cancellation Request,High,Closed,5,8
TKT-205575,CUST-13197,Account Issue,High,Resolved,14,4
TKT-205576,CUST-13198,Login Issue,High,Escalated,3,10
TKT-205577,CUST-13198,Cancellation Request,High,Pending,13,7
TKT-205578,CUST-13199,Speed Problem,High,Closed,3,1
TKT-205579,CUST-13199,Service Outage,Low,Closed,3,5
TKT-205580,CUST-13199,Account Issue,Medium,Escalated,7,4
TKT-205581,CUST-13199,Login Issue,High,Pending,12,6
TKT-205582,CUST-13199,Technical Problem,Medium,Escalated,2,6
TKT-205583,CUST-13199,Technical Problem,High,Escalated,1,3
TKT-205584,CUST-13200,Account Issue,High,Resolved,2,7
TKT-205585,CUST-13201,Feature Request,Low,Escalated,10,7
TKT-205586,CUST-13201,Billing Issue,High,Pending,2,8
TKT-205587,CUST-13202,Speed Problem,Low,Resolved,6,8
TKT-205588,CUST-13202,Service Outage,Low,Closed,6,5
TKT-205589,CUST-13203,Account Issue,Medium,Escalated,5,4
TKT-205590,CUST-13203,Account Issue,Low,Pending,10,4
TKT-205591,CUST-13204,Cancellation Request,Medium,Escalated,11,3
TKT-205592,CUST-13205,Billing Issue,Medium,Escalated,11,9
TKT-205593,CUST-13206,Technical Problem,Medium,Resolved,14,4
TKT-205594,CUST-13208,Technical Problem,Low,Closed,5,7
TKT-205595,CUST-13208,Technical Problem,Medium,Escalated,10,9
TKT-205596,CUST-13210,Cancellation Request,Low,Pending,14,10
TKT-205597,CUST-13211,Cancellation Request,Medium,Closed,9,3
TKT-205598,CUST-13211,Account Issue,High,Pending,2,4
TKT-205599,CUST-13211,Speed Problem,High,Escalated,1,1
TKT-205600,CUST-13211,Cancellation Request,Medium,Pending,10,10
TKT-205601,CUST-13211,Billing Issue,Low,Pending,13,1
TKT-205602,CUST-13212,Login Issue,High,Pending,6,8
TKT-205603,CUST-13212,Account Issue,Medium,Escalated,12,5
TKT-205604,CUST-13212,Login Issue,High,Escalated,4,8
TKT-205605,CUST-13213,Speed Problem,High,Pending,5,2
TKT-205606,CUST-13213,Service Outage,Low,Escalated,2,9
TKT-205607,CUST-13214,Login Issue,High,Escalated,6,3
TKT-205608,CUST-13215,Technical Problem,Medium,Escalated,6,8
TKT-205609,CUST-13216,Technical Problem,High,Escalated,12,3
TKT-205610,CUST-13217,Service Outage,High,Resolved,9,3
TKT-205611,CUST-13217,Login Issue,High,Pending,6,1
TKT-205612,CUST-13217,Cancellation Request,Medium,Closed,8,1
TKT-205613,CUST-13217,Speed Problem,Medium,Resolved,14,4
TKT-205614,CUST-13219,Service Outage,High,Closed,11,9
TKT-205615,CUST-13220,Cancellation Request,Medium,Escalated,9,10
TKT-205616,CUST-13220,Billing Issue,High,Closed,12,10
TKT-205617,CUST-13220,Technical Problem,Medium,Closed,11,10
TKT-205618,CUST-13220,Speed Problem,Low,Pending,3,9
TKT-205619,CUST-13220,Technical Problem,High,Resolved,1,2
TKT-205620,CUST-13221,Billing Issue,Low,Escalated,13,6
TKT-205621,CUST-13221,Login Issue,Low,Resolved,14,4
TKT-205622,CUST-13223,Billing Issue,Low,Escalated,12,9
TKT-205623,CUST-13224,Billing Issue,Low,Pending,14,5
TKT-205624,CUST-13225,Speed Problem,High,Closed,11,2
TKT-205625,CUST-13226,Service Outage,Medium,Pending,12,5
TKT-205626,CUST-13226,Billing Issue,Medium,Pending,9,4
TKT-205627,CUST-13226,Cancellation Request,Medium,Resolved,10,5
TKT-205628,CUST-13226,Account Issue,Medium,Pending,12,8
TKT-205629,CUST-13226,Account Issue,Medium,Escalated,8,6
TKT-205630,CUST-13226,Cancellation Request,High,Escalated,2,9
TKT-205631,CUST-13227,Account Issue,High,Closed,3,6
TKT-205632,CUST-13227,Account Issue,High,Resolved,3,10
TKT-205633,CUST-13228,Account Issue,Medium,Closed,5,1
TKT-205634,CUST-13228,Technical Problem,Medium,Pending,7,5
TKT-205635,CUST-13228,Feature Request,High,Closed,10,7
TKT-205636,CUST-13230,Billing Issue,Medium,Closed,14,2
TKT-205637,CUST-13231,Technical Problem,Medium,Closed,2,6
TKT-205638,CUST-13231,Cancellation Request,Low,Resolved,10,5
TKT-205639,CUST-13231,Feature Request,High,Closed,8,3
TKT-205640,CUST-13232,Technical Problem,Low,Escalated,9,10
TKT-205641,CUST-13232,Service Outage,High,Pending,13,7
TKT-205642,CUST-13232,Service Outage,Low,Escalated,6,7
TKT-205643,CUST-13232,Feature Request,High,Resolved,5,9
TKT-205644,CUST-13232,Feature Request,High,Pending,4,9
TKT-205645,CUST-13233,Login Issue,High,Closed,10,2
TKT-205646,CUST-13233,Account Issue,Medium,Closed,3,3
TKT-205647,CUST-13234,Service Outage,Low,Pending,10,5
TKT-205648,CUST-13234,Billing Issue,Low,Resolved,12,10
TKT-205649,CUST-13234,Technical Problem,High,Resolved,4,3
TKT-205650,CUST-13234,Login Issue,Low,Escalated,10,2
TKT-205651,CUST-13234,Feature Request,Low,Escalated,3,1
TKT-205652,CUST-13235,Technical Problem,High,Closed,1,2
TKT-205653,CUST-13237,Account Issue,Low,Resolved,13,10
TKT-205654,CUST-13239,Feature Request,Low,Pending,7,4
TKT-205655,CUST-13240,Billing Issue,Low,Closed,9,5
TKT-205656,CUST-13240,Speed Problem,High,Closed,11,8
TKT-205657,CUST-13240,Service Outage,High,Closed,14,10
TKT-205658,CUST-13240,Cancellation Request,High,Pending,1,1
TKT-205659,CUST-13241,Technical Problem,High,Resolved,8,5
TKT-205660,CUST-13241,Cancellation Request,Medium,Escalated,7,2
TKT-205661,CUST-13242,Technical Problem,Medium,Resolved,11,7
TKT-205662,CUST-13242,Billing Issue,High,Closed,10,4
TKT-205663,CUST-13243,Account Issue,Low,Closed,5,8
TKT-205664,CUST-13243,Speed Problem,Medium,Escalated,5,4
TKT-205665,CUST-13244,Service Outage,Medium,Closed,1,3
TKT-205666,CUST-13244,Service Outage,Medium,Closed,10,5
TKT-205667,CUST-13245,Technical Problem,High,Pending,3,9
TKT-205668,CUST-13245,Account Issue,High,Closed,5,10
TKT-205669,CUST-13247,Feature Request,Low,Pending,2,5
TKT-205670,CUST-13247,Service Outage,Low,Pending,1,3
TKT-205671,CUST-13248,Feature Request,High,Resolved,10,4
TKT-205672,CUST-13248,Login Issue,High,Escalated,8,10
TKT-205673,CUST-13249,Cancellation Request,Medium,Closed,7,1
TKT-205674,CUST-13250,Account Issue,High,Closed,10,8
TKT-205675,CUST-13251,Service Outage,Low,Escalated,14,4
TKT-205676,CUST-13251,Technical Problem,High,Escalated,8,5
TKT-205677,CUST-13251,Account Issue,Low,Resolved,5,2
TKT-205678,CUST-13252,Cancellation Request,Low,Pending,12,3
TKT-205679,CUST-13253,Account Issue,High,Escalated,8,10
TKT-205680,CUST-13254,Technical Problem,Low,Resolved,10,6
TKT-205681,CUST-13255,Feature Request,High,Pending,1,6
TKT-205682,CUST-13255,Account Issue,Low,Closed,13,1
TKT-205683,CUST-13255,Feature Request,Low,Resolved,5,8
TKT-205684,CUST-13256,Login Issue,Medium,Resolved,2,3
TKT-205685,CUST-13256,Speed Problem,Medium,Escalated,7,10
TKT-205686,CUST-13257,Account Issue,Medium,Pending,13,6
TKT-205687,CUST-13257,Feature Request,Low,Resolved,14,5
TKT-205688,CUST-13258,Service Outage,Low,Resolved,9,1
TKT-205689,CUST-13260,Speed Problem,High,Resolved,13,6
TKT-205690,CUST-13261,Billing Issue,Low,Closed,11,10
TKT-205691,CUST-13262,Speed Problem,Medium,Resolved,7,8
TKT-205692,CUST-13262,Technical Problem,Medium,Resolved,6,6
TKT-205693,CUST-13262,Speed Problem,High,Closed,1,9
TKT-205694,CUST-13263,Feature Request,High,Resolved,4,5
TKT-205695,CUST-13263,Billing Issue,Low,Pending,1,8
TKT-205696,CUST-13263,Speed Problem,Low,Closed,8,3
TKT-205697,CUST-13264,Service Outage,High,Closed,7,1
TKT-205698,CUST-13264,Cancellation Request,High,Resolved,8,4
TKT-205699,CUST-13264,Technical Problem,Medium,Pending,14,8
TKT-205700,CUST-13265,Speed Problem,Medium,Escalated,8,7
TKT-205701,CUST-13266,Service Outage,Medium,Resolved,11,2
TKT-205702,CUST-13266,Speed Problem,Low,Resolved,5,7
TKT-205703,CUST-13266,Billing Issue,Low,Closed,5,6
TKT-205704,CUST-13267,Login Issue,High,Resolved,4,6
TKT-205705,CUST-13267,Feature Request,Medium,Pending,10,5
TKT-205706,CUST-13267,Billing Issue,Low,Resolved,2,1
TKT-205707,CUST-13268,Service Outage,Low,Closed,13,7
TKT-205708,CUST-13269,Login Issue,Low,Closed,3,2
TKT-205709,CUST-13269,Billing Issue,Medium,Pending,1,8
TKT-205710,CUST-13269,Service Outage,Low,Pending,13,5
TKT-205711,CUST-13270,Service Outage,Low,Pending,4,9
TKT-205712,CUST-13271,Cancellation Request,High,Resolved,14,7
TKT-205713,CUST-13271,Speed Problem,Medium,Pending,12,6
TKT-205714,CUST-13271,Feature Request,Medium,Closed,3,5
TKT-205715,CUST-13271,Login Issue,Low,Escalated,4,9
TKT-205716,CUST-13273,Feature Request,High,Resolved,12,10
TKT-205717,CUST-13273,Speed Problem,High,Resolved,7,7
TKT-205718,CUST-13273,Service Outage,Low,Escalated,1,8
TKT-205719,CUST-13274,Service Outage,Low,Resolved,5,9
TKT-205720,CUST-13275,Account Issue,High,Closed,14,8
TKT-205721,CUST-13276,Service Outage,High,Pending,6,8
TKT-205722,CUST-13276,Account Issue,Medium,Escalated,4,3
TKT-205723,CUST-13276,Speed Problem,Medium,Closed,7,2
TKT-205724,CUST-13277,Technical Problem,High,Pending,5,5
TKT-205725,CUST-13277,Feature Request,Low,Closed,1,10
TKT-205726,CUST-13277,Cancellation Request,Medium,Pending,1,9
TKT-205727,CUST-13279,Technical Problem,Medium,Escalated,8,8
TKT-205728,CUST-13281,Account Issue,High,Pending,9,6
TKT-205729,CUST-13281,Cancellation Request,High,Resolved,14,6
TKT-205730,CUST-13282,Account Issue,Medium,Resolved,3,3
TKT-205731,CUST-13282,Cancellation Request,Low,Closed,2,10
TKT-205732,CUST-13284,Login Issue,High,Pending,9,8
TKT-205733,CUST-13285,Login Issue,Medium,Escalated,7,2
TKT-205734,CUST-13285,Account Issue,High,Resolved,4,9
TKT-205735,CUST-13285,Login Issue,Low,Resolved,7,5
TKT-205736,CUST-13286,Login Issue,High,Escalated,2,10
TKT-205737,CUST-13286,Cancellation Request,Medium,Pending,3,4
TKT-205738,CUST-13286,Technical Problem,High,Closed,7,3
TKT-205739,CUST-13286,Speed Problem,High,Closed,11,1
TKT-205740,CUST-13287,Service Outage,Medium,Pending,10,7
TKT-205741,CUST-13287,Speed Problem,Medium,Closed,9,1
TKT-205742,CUST-13287,Technical Problem,Medium,Closed,2,7
TKT-205743,CUST-13287,Technical Problem,Low,Resolved,13,2
TKT-205744,CUST-13287,Account Issue,High,Escalated,5,2
TKT-205745,CUST-13287,Login Issue,Low,Resolved,13,4
TKT-205746,CUST-13288,Service Outage,Medium,Resolved,3,9
TKT-205747,CUST-13289,Speed Problem,Medium,Resolved,5,9
TKT-205748,CUST-13289,Technical Problem,Medium,Closed,8,6
TKT-205749,CUST-13289,Cancellation Request,High,Escalated,5,10
TKT-205750,CUST-13289,Technical Problem,Low,Closed,12,2
TKT-205751,CUST-13290,Account Issue,Low,Closed,1,5
TKT-205752,CUST-13291,Account Issue,High,Resolved,13,8
TKT-205753,CUST-13291,Cancellation Request,Low,Pending,1,6
TKT-205754,CUST-13291,Cancellation Request,Medium,Resolved,11,8
TKT-205755,CUST-13292,Feature Request,High,Closed,3,7
TKT-205756,CUST-13293,Speed Problem,Low,Escalated,1,8
TKT-205757,CUST-13293,Billing Issue,Low,Escalated,1,2
TKT-205758,CUST-13294,Service Outage,Low,Escalated,11,4
TKT-205759,CUST-13294,Service Outage,Low,Resolved,12,2
TKT-205760,CUST-13294,Speed Problem,Medium,Pending,2,7
TKT-205761,CUST-13295,Account Issue,Medium,Pending,1,6
TKT-205762,CUST-13295,Login Issue,High,Resolved,5,5
TKT-205763,CUST-13295,Cancellation Request,High,Pending,11,8
TKT-205764,CUST-13295,Service Outage,High,Escalated,2,1
TKT-205765,CUST-13295,Feature Request,Medium,Escalated,10,5
TKT-205766,CUST-13295,Feature Request,Medium,Pending,7,10
TKT-205767,CUST-13295,Service Outage,High,Resolved,12,3
TKT-205768,CUST-13296,Speed Problem,High,Closed,2,8
TKT-205769,CUST-13298,Account Issue,High,Escalated,1,10
TKT-205770,CUST-13298,Account Issue,Medium,Closed,14,10
TKT-205771,CUST-13299,Technical Problem,Low,Pending,7,9
TKT-205772,CUST-13300,Technical Problem,Low,Closed,3,2
TKT-205773,CUST-13300,Login Issue,Medium,Resolved,12,1
TKT-205774,CUST-13301,Speed Problem,High,Pending,5,6
TKT-205775,CUST-13302,Login Issue,Medium,Escalated,2,2
TKT-205776,CUST-13302,Feature Request,Medium,Escalated,14,10
TKT-205777,CUST-13303,Service Outage,Medium,Pending,1,4
TKT-205778,CUST-13303,Login Issue,Low,Pending,5,10
TKT-205779,CUST-13304,Technical Problem,Low,Closed,10,8
TKT-205780,CUST-13304,Billing Issue,Low,Escalated,7,1
TKT-205781,CUST-13304,Account Issue,Low,Resolved,6,5
TKT-205782,CUST-13304,Billing Issue,Low,Escalated,8,10
TKT-205783,CUST-13304,Login Issue,High,Escalated,1,9
TKT-205784,CUST-13304,Service Outage,Medium,Pending,4,8
TKT-205785,CUST-13304,Feature Request,Medium,Escalated,2,5
TKT-205786,CUST-13306,Service Outage,High,Escalated,9,9
TKT-205787,CUST-13306,Technical Problem,Low,Resolved,4,9
TKT-205788,CUST-13307,Login Issue,High,Escalated,7,7
TKT-205789,CUST-13307,Cancellation Request,Medium,Resolved,11,1
TKT-205790,CUST-13308,Service Outage,Low,Resolved,11,7
TKT-205791,CUST-13309,Billing Issue,High,Closed,5,9
TKT-205792,CUST-13309,Login Issue,Medium,Closed,10,2
TKT-205793,CUST-13311,Service Outage,Low,Closed,14,1
TKT-205794,CUST-13311,Speed Problem,Low,Pending,4,2
TKT-205795,CUST-13311,Feature Request,Low,Pending,2,7
TKT-205796,CUST-13312,Account Issue,High,Closed,14,1
TKT-205797,CUST-13312,Cancellation Request,High,Resolved,12,8
TKT-205798,CUST-13312,Billing Issue,Low,Closed,5,2
TKT-205799,CUST-13313,Feature Request,Low,Escalated,6,4
TKT-205800,CUST-13313,Technical Problem,High,Escalated,4,6
TKT-205801,CUST-13314,Technical Problem,Medium,Closed,5,7
TKT-205802,CUST-13315,Service Outage,Low,Escalated,11,7
TKT-205803,CUST-13315,Technical Problem,Low,Escalated,14,8
TKT-205804,CUST-13316,Login Issue,Medium,Closed,8,1
TKT-205805,CUST-13316,Feature Request,High,Escalated,8,2
TKT-205806,CUST-13317,Login Issue,Low,Escalated,5,10
TKT-205807,CUST-13317,Speed Problem,Low,Resolved,7,1
TKT-205808,CUST-13317,Service Outage,Low,Resolved,12,9
TKT-205809,CUST-13318,Speed Problem,Medium,Closed,9,5
TKT-205810,CUST-13319,Feature Request,High,Closed,8,8
TKT-205811,CUST-13319,Feature Request,High,Closed,1,3
TKT-205812,CUST-13319,Cancellation Request,High,Pending,2,3
TKT-205813,CUST-13319,Cancellation Request,Medium,Resolved,10,2
TKT-205814,CUST-13320,Billing Issue,High,Escalated,2,7
TKT-205815,CUST-13321,Feature Request,Low,Resolved,5,6
TKT-205816,CUST-13322,Technical Problem,Medium,Resolved,11,9
TKT-205817,CUST-13322,Account Issue,Low,Pending,12,3
TKT-205818,CUST-13323,Feature Request,Medium,Resolved,2,3
TKT-205819,CUST-13323,Account Issue,Low,Escalated,4,2
TKT-205820,CUST-13323,Login Issue,Medium,Pending,4,3
TKT-205821,CUST-13324,Account Issue,Low,Resolved,3,4
TKT-205822,CUST-13324,Cancellation Request,Low,Closed,10,10
TKT-205823,CUST-13325,Technical Problem,Medium,Pending,2,8
TKT-205824,CUST-13327,Technical Problem,Low,Escalated,6,4
TKT-205825,CUST-13327,Technical Problem,Medium,Resolved,14,5
TKT-205826,CUST-13327,Billing Issue,Low,Closed,11,7
TKT-205827,CUST-13328,Service Outage,Low,Closed,1,3
TKT-205828,CUST-13329,Technical Problem,High,Resolved,12,4
TKT-205829,CUST-13329,Service Outage,Medium,Pending,13,8
TKT-205830,CUST-13330,Service Outage,Medium,Resolved,10,4
TKT-205831,CUST-13330,Technical Problem,Low,Closed,1,9
TKT-205832,CUST-13330,Speed Problem,Medium,Resolved,6,6
TKT-205833,CUST-13331,Technical Problem,Low,Resolved,13,3
TKT-205834,CUST-13331,Speed Problem,Low,Closed,12,7
TKT-205835,CUST-13332,Feature Request,High,Pending,9,7
TKT-205836,CUST-13332,Cancellation Request,Low,Resolved,2,3
TKT-205837,CUST-13333,Account Issue,Low,Pending,11,8
TKT-205838,CUST-13333,Service Outage,Low,Pending,2,3
TKT-205839,CUST-13333,Speed Problem,Medium,Closed,2,9
TKT-205840,CUST-13334,Cancellation Request,Low,Pending,2,1
TKT-205841,CUST-13335,Technical Problem,High,Pending,10,3
TKT-205842,CUST-13336,Feature Request,High,Resolved,14,4
TKT-205843,CUST-13338,Billing Issue,Low,Pending,11,10
TKT-205844,CUST-13338,Cancellation Request,Medium,Closed,10,6
TKT-205845,CUST-13339,Technical Problem,High,Resolved,1,6
TKT-205846,CUST-13340,Feature Request,Medium,Pending,3,3
TKT-205847,CUST-13340,Cancellation Request,High,Resolved,5,3
TKT-205848,CUST-13341,Technical Problem,High,Pending,7,2
TKT-205849,CUST-13341,Account Issue,Low,Closed,12,5
TKT-205850,CUST-13341,Service Outage,High,Closed,7,5
